"Dataset","Species","Forced.Fire","Forced.No.Fire","Forced.Simpler.Mod","Discard.Later","One.Top.Mod","Join"
"41","CEVE","No","NA","NA","NA","No","41.CEVE"
"41","CHUM","NA","No","NA","NA","No","41.CHUM"
"41","CLUN","NA","No","NA","NA","No","41.CLUN"
"41","COCA","NA","No","NA","NA","No","41.COCA"
"41","EPAN","No","NA","NA","NA","Yes","41.EPAN"
"41","GAOV","NA","No","NA","NA","No","41.GAOV"
"41","GASH","NA","No","NA","NA","No","41.GASH"
"41","GOOB","NA","No","NA","NA","No","41.GOOB"
"41","GYDR","NA","No","NA","NA","No","41.GYDR"
"41","HIAL","NA","No","NA","Yes","NA","41.HIAL"
"41","HODI","NA","No","Yes","NA","No","41.HODI"
"41","LIBO","NA","No","NA","NA","No","41.LIBO"
"41","MANE","NA","No","NA","NA","No","41.MANE"
"41","MEFE","NA","No","NA","NA","No","41.MEFE"
"41","OPHO","NA","No","NA","NA","Yes","41.OPHO"
"41","PAMY","No","NA","NA","NA","Yes","41.PAMY"
"41","POMU","NA","No","NA","NA","No","41.POMU"
"41","PTAQ","NA","No","NA","NA","No","41.PTAQ"
"41","RULA","NA","No","NA","NA","No","41.RULA"
"41","RUPA","NA","No","NA","NA","No","41.RUPA"
"41","RUPE","NA","No","NA","NA","No","41.RUPE"
"41","RUSP","NA","No","NA","NA","No","41.RUSP"
"41","SOSI","NA","No","NA","NA","No","41.SOSI"
"41","SPBE","NA","Yes","NA","NA","No","41.SPBE"
"41","TITR","NA","No","NA","NA","No","41.TITR"
"41","TRBO","NA","No","NA","NA","No","41.TRBO"
"41","VAME","No","NA","Yes","NA","Yes","41.VAME"
"41","VASI","NA","No","NA","NA","No","41.VASI"
"42","ACCI","NA","No","NA","NA","No","42.ACCI"
"42","ACGL","NA","No","NA","NA","No","42.ACGL"
"42","ACMI","No","NA","NA","NA","No","42.ACMI"
"42","AMAL","NA","No","NA","NA","No","42.AMAL"
"42","ARUV","No","NA","NA","NA","No","42.ARUV"
"42","ATFI","NA","No","NA","NA","No","42.ATFI"
"42","CAME","NA","No","NA","NA","No","42.CAME"
"42","CARU","No","NA","NA","NA","Yes","42.CARU"
"42","CEVE","No","NA","NA","NA","No","42.CEVE"
"42","CHUM","NA","No","NA","NA","No","42.CHUM"
"42","CLUN","NA","No","NA","NA","No","42.CLUN"
"42","COCA","NA","No","NA","NA","No","42.COCA"
"42","EPAN","No","NA","NA","NA","Yes","42.EPAN"
"42","GAOV","NA","No","NA","NA","No","42.GAOV"
"42","GASH","NA","No","NA","NA","No","42.GASH"
"42","GOOB","NA","No","NA","NA","No","42.GOOB"
"42","GYDR","NA","No","NA","NA","No","42.GYDR"
"42","HIAL","NA","No","NA","NA","No","42.HIAL"
"42","HODI","NA","No","Yes","NA","No","42.HODI"
"42","LIBO","NA","No","NA","NA","No","42.LIBO"
"42","MANE","NA","No","NA","NA","No","42.MANE"
"42","MEFE","NA","No","NA","NA","No","42.MEFE"
"42","OPHO","NA","No","NA","NA","No","42.OPHO"
"42","PAMY","No","NA","NA","NA","Yes","42.PAMY"
"42","POMU","NA","No","NA","NA","No","42.POMU"
"42","PTAQ","NA","No","NA","NA","No","42.PTAQ"
"42","RULA","NA","No","NA","NA","No","42.RULA"
"42","RUPA","NA","No","NA","NA","No","42.RUPA"
"42","RUPE","NA","No","NA","NA","No","42.RUPE"
"42","RUSP","NA","No","NA","NA","No","42.RUSP"
"42","SOSI","NA","No","NA","NA","No","42.SOSI"
"42","SPBE","NA","Yes","NA","NA","No","42.SPBE"
"42","TITR","NA","No","NA","NA","No","42.TITR"
"42","TRBO","NA","No","NA","NA","No","42.TRBO"
"42","VAME","No","NA","Yes","NA","Yes","42.VAME"
"42","VASI","NA","No","NA","NA","No","42.VASI"
"43","ACCI","NA","No","NA","NA","No","43.ACCI"
"43","ACGL","NA","No","NA","NA","No","43.ACGL"
"43","ACMI","No","NA","NA","NA","No","43.ACMI"
"43","AMAL","NA","No","NA","NA","No","43.AMAL"
"43","ARUV","No","NA","NA","NA","No","43.ARUV"
"43","ATFI","NA","No","NA","NA","No","43.ATFI"
"43","CAME","NA","No","NA","NA","No","43.CAME"
"43","CARU","No","NA","NA","NA","No","43.CARU"
"43","CEVE","No","NA","NA","NA","Yes","43.CEVE"
"43","CHUM","NA","No","NA","NA","No","43.CHUM"
"43","CLUN","NA","No","NA","NA","No","43.CLUN"
"43","COCA","NA","No","NA","NA","No","43.COCA"
"43","EPAN","No","NA","NA","NA","Yes","43.EPAN"
"43","GAOV","NA","No","NA","NA","No","43.GAOV"
"43","GASH","NA","No","NA","NA","No","43.GASH"
"43","GOOB","NA","No","NA","NA","No","43.GOOB"
"43","GYDR","NA","No","NA","NA","No","43.GYDR"
"43","HIAL","NA","No","NA","NA","No","43.HIAL"
"43","HODI","NA","No","Yes","NA","No","43.HODI"
"43","LIBO","NA","No","NA","NA","No","43.LIBO"
"43","MANE","NA","No","NA","NA","No","43.MANE"
"43","MEFE","NA","No","NA","NA","Yes","43.MEFE"
"43","OPHO","NA","No","NA","NA","Yes","43.OPHO"
"43","PAMY","No","NA","NA","NA","Yes","43.PAMY"
"43","POMU","NA","No","NA","NA","No","43.POMU"
"43","PTAQ","NA","No","NA","NA","No","43.PTAQ"
"43","RULA","NA","No","NA","NA","No","43.RULA"
"43","RUPA","NA","No","NA","NA","No","43.RUPA"
"43","RUPE","NA","No","NA","NA","No","43.RUPE"
"43","RUSP","NA","No","NA","NA","No","43.RUSP"
"43","SOSI","NA","No","NA","NA","No","43.SOSI"
"43","SPBE","NA","Yes","NA","NA","No","43.SPBE"
"43","TITR","NA","No","NA","NA","No","43.TITR"
"43","TRBO","NA","No","NA","NA","No","43.TRBO"
"43","VAME","No","NA","Yes","NA","Yes","43.VAME"
"43","VASI","NA","No","NA","NA","No","43.VASI"
"44","ACCI","NA","No","NA","NA","No","44.ACCI"
"44","ACGL","NA","No","NA","NA","No","44.ACGL"
"44","ACMI","No","NA","NA","NA","No","44.ACMI"
"44","AMAL","NA","Yes","NA","NA","No","44.AMAL"
"44","ARUV","No","NA","NA","NA","Yes","44.ARUV"
"44","ATFI","NA","No","NA","NA","No","44.ATFI"
"44","CAME","NA","No","NA","NA","No","44.CAME"
"44","CARU","Yes","NA","NA","NA","Yes","44.CARU"
"44","CEVE","No","NA","NA","NA","Yes","44.CEVE"
"44","CHUM","NA","No","NA","NA","No","44.CHUM"
"44","CLUN","NA","No","NA","NA","No","44.CLUN"
"44","COCA","NA","No","NA","NA","No","44.COCA"
"44","EPAN","No","NA","NA","NA","Yes","44.EPAN"
"44","GAOV","NA","No","NA","NA","No","44.GAOV"
"44","GASH","NA","No","NA","NA","No","44.GASH"
"44","GOOB","NA","No","NA","NA","No","44.GOOB"
"44","GYDR","NA","No","NA","NA","No","44.GYDR"
"44","HIAL","NA","No","NA","NA","No","44.HIAL"
"44","HODI","NA","No","Yes","NA","No","44.HODI"
"44","LIBO","NA","No","NA","NA","No","44.LIBO"
"44","MANE","NA","No","NA","NA","No","44.MANE"
"44","MEFE","NA","No","NA","NA","No","44.MEFE"
"44","OPHO","NA","No","NA","NA","No","44.OPHO"
"44","PAMY","No","NA","NA","NA","Yes","44.PAMY"
"44","POMU","NA","No","NA","NA","No","44.POMU"
"44","PTAQ","NA","No","NA","NA","No","44.PTAQ"
"44","RULA","NA","No","NA","NA","No","44.RULA"
"44","RUPA","NA","No","NA","NA","No","44.RUPA"
"44","RUPE","NA","No","NA","NA","No","44.RUPE"
"44","RUSP","NA","No","NA","NA","No","44.RUSP"
"44","SOSI","NA","No","NA","NA","No","44.SOSI"
"44","SPBE","NA","Yes","NA","NA","No","44.SPBE"
"44","TITR","NA","No","NA","NA","No","44.TITR"
"44","TRBO","NA","No","NA","Yes","NA","44.TRBO"
"44","VAME","No","NA","Yes","NA","Yes","44.VAME"
"44","VASI","NA","No","NA","NA","No","44.VASI"
"45","ACCI","NA","No","NA","NA","No","45.ACCI"
"45","ACGL","NA","No","NA","NA","No","45.ACGL"
"45","ACMI","No","NA","NA","NA","No","45.ACMI"
"45","AMAL","NA","Yes","NA","NA","No","45.AMAL"
"45","ARUV","No","NA","NA","NA","Yes","45.ARUV"
"45","ATFI","NA","No","NA","NA","No","45.ATFI"
"45","CAME","NA","No","NA","NA","No","45.CAME"
"45","CARU","No","NA","NA","NA","No","45.CARU"
"45","CEVE","No","NA","NA","NA","Yes","45.CEVE"
"45","CHUM","NA","No","NA","NA","No","45.CHUM"
"45","CLUN","NA","No","NA","NA","No","45.CLUN"
"45","COCA","NA","No","NA","NA","No","45.COCA"
"45","EPAN","No","NA","NA","NA","No","45.EPAN"
"45","GAOV","NA","No","NA","NA","No","45.GAOV"
"45","GASH","NA","No","NA","NA","No","45.GASH"
"45","GOOB","NA","No","NA","NA","No","45.GOOB"
"45","GYDR","NA","No","NA","NA","No","45.GYDR"
"45","HIAL","NA","No","NA","NA","No","45.HIAL"
"45","HODI","NA","No","Yes","NA","No","45.HODI"
"45","LIBO","NA","No","NA","NA","No","45.LIBO"
"45","MANE","NA","No","NA","NA","No","45.MANE"
"45","MEFE","NA","No","NA","NA","No","45.MEFE"
"45","OPHO","NA","No","NA","NA","Yes","45.OPHO"
"45","PAMY","No","NA","NA","NA","Yes","45.PAMY"
"45","POMU","NA","No","NA","NA","No","45.POMU"
"45","PTAQ","NA","No","NA","NA","No","45.PTAQ"
"45","RULA","NA","No","NA","NA","No","45.RULA"
"45","RUPA","NA","No","NA","NA","Yes","45.RUPA"
"45","RUPE","NA","No","NA","NA","No","45.RUPE"
"45","RUSP","NA","No","NA","NA","No","45.RUSP"
"45","SOSI","NA","No","NA","NA","No","45.SOSI"
"45","SPBE","NA","Yes","NA","NA","No","45.SPBE"
"45","TITR","NA","No","NA","NA","No","45.TITR"
"45","TRBO","NA","No","NA","Yes","NA","45.TRBO"
"45","VAME","No","NA","Yes","NA","Yes","45.VAME"
"45","VASI","NA","No","NA","NA","No","45.VASI"
"46","ACCI","NA","No","NA","NA","No","46.ACCI"
"46","ACGL","NA","No","NA","NA","No","46.ACGL"
"46","ACMI","No","NA","NA","NA","No","46.ACMI"
"46","AMAL","NA","No","NA","NA","No","46.AMAL"
"46","ARUV","No","NA","NA","NA","Yes","46.ARUV"
"46","ATFI","NA","No","NA","NA","No","46.ATFI"
"46","CAME","NA","No","NA","NA","No","46.CAME"
"46","CARU","No","NA","NA","NA","No","46.CARU"
"46","CEVE","No","NA","NA","NA","No","46.CEVE"
"46","CHUM","NA","No","NA","NA","No","46.CHUM"
"46","CLUN","NA","No","NA","NA","No","46.CLUN"
"46","COCA","NA","No","NA","NA","No","46.COCA"
"46","EPAN","No","NA","NA","NA","Yes","46.EPAN"
"46","GAOV","NA","No","NA","NA","No","46.GAOV"
"46","GASH","NA","No","NA","NA","No","46.GASH"
"46","GOOB","NA","No","NA","NA","No","46.GOOB"
"46","GYDR","NA","No","NA","NA","No","46.GYDR"
"46","HIAL","NA","No","NA","NA","No","46.HIAL"
"46","HODI","NA","No","Yes","NA","No","46.HODI"
"46","LIBO","NA","No","NA","NA","No","46.LIBO"
"46","MANE","NA","No","NA","NA","No","46.MANE"
"46","MEFE","NA","No","NA","NA","No","46.MEFE"
"46","OPHO","NA","No","NA","NA","Yes","46.OPHO"
"46","PAMY","No","NA","NA","NA","Yes","46.PAMY"
"46","POMU","NA","No","NA","NA","No","46.POMU"
"46","PTAQ","NA","No","NA","NA","No","46.PTAQ"
"46","RULA","NA","No","NA","NA","No","46.RULA"
"46","RUPA","NA","No","NA","NA","No","46.RUPA"
"46","RUPE","NA","No","NA","NA","No","46.RUPE"
"46","RUSP","NA","No","NA","NA","No","46.RUSP"
"46","SOSI","NA","No","NA","NA","No","46.SOSI"
"46","SPBE","NA","No","NA","NA","No","46.SPBE"
"46","TITR","NA","No","NA","NA","No","46.TITR"
"46","TRBO","NA","No","NA","NA","No","46.TRBO"
"46","VAME","No","NA","Yes","NA","Yes","46.VAME"
"46","VASI","NA","No","NA","NA","No","46.VASI"
"47","ACCI","NA","No","NA","NA","No","47.ACCI"
"47","ACGL","NA","No","NA","NA","No","47.ACGL"
"47","ACMI","No","NA","NA","NA","No","47.ACMI"
"47","AMAL","NA","Yes","NA","NA","No","47.AMAL"
"47","ARUV","No","NA","NA","NA","No","47.ARUV"
"47","ATFI","NA","No","NA","NA","No","47.ATFI"
"47","CAME","NA","No","NA","NA","No","47.CAME"
"47","CARU","No","NA","NA","NA","Yes","47.CARU"
"47","CEVE","No","NA","NA","NA","No","47.CEVE"
"47","CHUM","NA","No","NA","NA","No","47.CHUM"
"47","CLUN","NA","No","NA","NA","No","47.CLUN"
"47","COCA","NA","No","NA","NA","No","47.COCA"
"47","EPAN","No","NA","NA","NA","No","47.EPAN"
"47","GAOV","NA","No","NA","NA","No","47.GAOV"
"47","GASH","NA","No","NA","NA","No","47.GASH"
"47","GOOB","NA","No","NA","NA","No","47.GOOB"
"47","GYDR","NA","No","NA","NA","No","47.GYDR"
"47","HIAL","NA","No","NA","NA","No","47.HIAL"
"47","HODI","NA","No","Yes","NA","No","47.HODI"
"47","LIBO","NA","No","NA","NA","No","47.LIBO"
"47","MANE","NA","No","NA","NA","No","47.MANE"
"47","MEFE","NA","No","NA","NA","No","47.MEFE"
"47","OPHO","NA","No","NA","NA","Yes","47.OPHO"
"47","PAMY","No","NA","NA","NA","Yes","47.PAMY"
"47","POMU","NA","No","NA","NA","No","47.POMU"
"47","PTAQ","NA","No","NA","NA","No","47.PTAQ"
"47","RULA","NA","No","NA","NA","No","47.RULA"
"47","RUPA","NA","No","NA","NA","No","47.RUPA"
"47","RUPE","NA","No","NA","NA","No","47.RUPE"
"47","RUSP","NA","No","NA","NA","No","47.RUSP"
"47","SOSI","NA","No","NA","NA","No","47.SOSI"
"47","SPBE","NA","Yes","NA","NA","No","47.SPBE"
"47","TITR","NA","No","NA","NA","No","47.TITR"
"47","TRBO","NA","No","NA","Yes","NA","47.TRBO"
"47","VAME","No","NA","Yes","NA","Yes","47.VAME"
"47","VASI","NA","No","NA","NA","No","47.VASI"
"48","ACCI","NA","No","NA","NA","No","48.ACCI"
"48","ACGL","NA","No","NA","NA","No","48.ACGL"
"48","ACMI","No","NA","NA","NA","No","48.ACMI"
"48","AMAL","NA","Yes","NA","NA","No","48.AMAL"
"48","ARUV","No","NA","NA","NA","No","48.ARUV"
"48","ATFI","NA","No","NA","NA","No","48.ATFI"
"48","CAME","NA","No","NA","NA","No","48.CAME"
"48","CARU","No","NA","NA","NA","Yes","48.CARU"
"48","CEVE","No","NA","NA","NA","No","48.CEVE"
"48","CHUM","NA","No","NA","NA","No","48.CHUM"
"48","CLUN","NA","No","NA","NA","No","48.CLUN"
"48","COCA","NA","No","NA","NA","No","48.COCA"
"48","EPAN","No","NA","NA","NA","Yes","48.EPAN"
"48","GAOV","NA","No","NA","NA","No","48.GAOV"
"48","GASH","NA","No","NA","NA","No","48.GASH"
"48","GOOB","NA","No","NA","NA","No","48.GOOB"
"48","GYDR","NA","No","NA","NA","No","48.GYDR"
"48","HIAL","NA","No","NA","NA","No","48.HIAL"
"48","HODI","NA","No","Yes","NA","No","48.HODI"
"48","LIBO","NA","No","NA","NA","No","48.LIBO"
"48","MANE","NA","No","NA","NA","No","48.MANE"
"48","MEFE","NA","No","NA","NA","No","48.MEFE"
"48","OPHO","NA","No","NA","NA","No","48.OPHO"
"48","PAMY","No","NA","NA","NA","Yes","48.PAMY"
"48","POMU","NA","No","NA","NA","No","48.POMU"
"48","PTAQ","NA","No","NA","NA","No","48.PTAQ"
"48","RULA","NA","No","NA","NA","No","48.RULA"
"48","RUPA","NA","No","NA","NA","No","48.RUPA"
"48","RUPE","NA","No","NA","NA","No","48.RUPE"
"48","RUSP","NA","No","NA","NA","No","48.RUSP"
"48","SOSI","NA","No","NA","NA","No","48.SOSI"
"48","SPBE","NA","Yes","NA","NA","No","48.SPBE"
"48","TITR","NA","No","NA","NA","No","48.TITR"
"48","TRBO","NA","No","NA","NA","No","48.TRBO"
"48","VAME","No","NA","Yes","NA","Yes","48.VAME"
"48","VASI","NA","No","NA","NA","No","48.VASI"
"49","ACCI","NA","No","NA","NA","No","49.ACCI"
"49","ACGL","NA","No","NA","NA","No","49.ACGL"
"49","ACMI","No","NA","NA","NA","No","49.ACMI"
"49","AMAL","NA","No","NA","NA","No","49.AMAL"
"49","ARUV","Yes","NA","NA","NA","No","49.ARUV"
"49","ATFI","NA","No","NA","NA","No","49.ATFI"
"49","CAME","NA","No","NA","NA","No","49.CAME"
"49","CARU","No","NA","NA","NA","Yes","49.CARU"
"49","CEVE","No","NA","NA","NA","No","49.CEVE"
"49","CHUM","NA","No","NA","NA","No","49.CHUM"
"49","CLUN","NA","No","NA","NA","No","49.CLUN"
"49","COCA","NA","No","NA","NA","No","49.COCA"
"49","EPAN","No","NA","NA","NA","No","49.EPAN"
"49","GAOV","NA","No","NA","NA","No","49.GAOV"
"49","GASH","NA","No","NA","NA","No","49.GASH"
"49","GOOB","NA","No","NA","NA","No","49.GOOB"
"49","GYDR","NA","No","NA","NA","No","49.GYDR"
"49","HIAL","NA","No","NA","NA","No","49.HIAL"
"49","HODI","NA","No","Yes","NA","No","49.HODI"
"49","LIBO","NA","No","NA","NA","No","49.LIBO"
"49","MANE","NA","No","NA","NA","No","49.MANE"
"49","MEFE","NA","No","NA","NA","No","49.MEFE"
"49","OPHO","NA","No","NA","NA","Yes","49.OPHO"
"49","PAMY","No","NA","NA","NA","Yes","49.PAMY"
"49","POMU","NA","No","NA","NA","No","49.POMU"
"49","PTAQ","NA","No","NA","NA","No","49.PTAQ"
"49","RULA","NA","No","NA","NA","No","49.RULA"
"49","RUPA","NA","No","NA","NA","No","49.RUPA"
"49","RUPE","NA","No","NA","NA","No","49.RUPE"
"49","RUSP","NA","No","NA","NA","No","49.RUSP"
"49","SOSI","NA","No","NA","NA","No","49.SOSI"
"49","SPBE","NA","Yes","NA","NA","No","49.SPBE"
"49","TITR","NA","No","NA","NA","No","49.TITR"
"49","TRBO","NA","No","NA","Yes","NA","49.TRBO"
"49","VAME","No","NA","Yes","NA","Yes","49.VAME"
"49","VASI","NA","No","NA","NA","No","49.VASI"
"50","ACCI","NA","No","NA","NA","No","50.ACCI"
"50","ACGL","NA","No","NA","NA","No","50.ACGL"
"50","ACMI","No","NA","NA","NA","No","50.ACMI"
"50","AMAL","NA","No","NA","NA","No","50.AMAL"
"50","ARUV","No","NA","NA","NA","Yes","50.ARUV"
"50","ATFI","NA","No","NA","NA","No","50.ATFI"
"50","CAME","NA","No","NA","NA","No","50.CAME"
"50","CARU","Yes","NA","NA","NA","No","50.CARU"
"50","CEVE","No","NA","NA","NA","Yes","50.CEVE"
"50","CHUM","NA","No","NA","NA","No","50.CHUM"
"50","CLUN","NA","No","NA","NA","No","50.CLUN"
"50","COCA","NA","No","NA","NA","No","50.COCA"
"50","EPAN","No","NA","NA","NA","Yes","50.EPAN"
"50","GAOV","NA","No","NA","NA","No","50.GAOV"
"50","GASH","NA","No","NA","NA","No","50.GASH"
"50","GOOB","NA","No","NA","NA","No","50.GOOB"
"50","GYDR","NA","No","NA","NA","No","50.GYDR"
"50","HIAL","NA","No","NA","NA","No","50.HIAL"
"50","HODI","NA","No","Yes","NA","No","50.HODI"
"50","LIBO","NA","No","NA","NA","No","50.LIBO"
"50","MANE","NA","No","NA","NA","No","50.MANE"
"50","MEFE","NA","No","NA","NA","No","50.MEFE"
"50","OPHO","NA","No","NA","NA","No","50.OPHO"
"50","PAMY","No","NA","NA","NA","Yes","50.PAMY"
"50","POMU","NA","No","NA","NA","No","50.POMU"
"50","PTAQ","NA","No","NA","NA","No","50.PTAQ"
"50","RULA","NA","No","NA","NA","No","50.RULA"
"50","RUPA","NA","No","NA","NA","No","50.RUPA"
"50","RUPE","NA","No","NA","NA","No","50.RUPE"
"50","RUSP","NA","No","NA","NA","No","50.RUSP"
"50","SOSI","NA","No","NA","NA","No","50.SOSI"
"50","SPBE","NA","Yes","NA","NA","No","50.SPBE"
"50","TITR","NA","No","NA","NA","No","50.TITR"
"50","TRBO","NA","No","NA","NA","No","50.TRBO"
"50","VAME","No","NA","Yes","NA","Yes","50.VAME"
"50","VASI","NA","No","NA","NA","No","50.VASI"
"51","ACCI","NA","No","NA","NA","No","51.ACCI"
"51","ACGL","NA","No","NA","NA","No","51.ACGL"
"51","ACMI","No","NA","NA","NA","No","51.ACMI"
"51","AMAL","NA","Yes","NA","NA","No","51.AMAL"
"51","ARUV","No","NA","NA","NA","No","51.ARUV"
"51","ATFI","NA","No","NA","NA","No","51.ATFI"
"51","CAME","NA","No","NA","Yes","NA","51.CAME"
"51","CARU","No","NA","NA","NA","Yes","51.CARU"
"51","CEVE","No","NA","NA","NA","No","51.CEVE"
"51","CHUM","NA","No","NA","NA","No","51.CHUM"
"51","CLUN","NA","No","NA","NA","No","51.CLUN"
"51","COCA","NA","No","NA","NA","No","51.COCA"
"51","EPAN","No","NA","NA","NA","Yes","51.EPAN"
"51","GAOV","NA","No","NA","NA","No","51.GAOV"
"51","GASH","NA","No","NA","NA","No","51.GASH"
"51","GOOB","NA","No","NA","NA","No","51.GOOB"
"51","GYDR","NA","No","NA","NA","No","51.GYDR"
"51","HIAL","NA","No","NA","NA","No","51.HIAL"
"51","HODI","NA","No","Yes","NA","No","51.HODI"
"51","LIBO","NA","No","NA","NA","No","51.LIBO"
"51","MANE","NA","No","NA","NA","No","51.MANE"
"51","MEFE","NA","No","NA","NA","No","51.MEFE"
"51","OPHO","NA","No","NA","NA","Yes","51.OPHO"
"51","PAMY","No","NA","NA","NA","Yes","51.PAMY"
"51","POMU","NA","No","NA","NA","No","51.POMU"
"51","PTAQ","NA","No","NA","NA","No","51.PTAQ"
"51","RULA","NA","No","NA","NA","No","51.RULA"
"51","RUPA","NA","No","NA","NA","No","51.RUPA"
"51","RUPE","NA","No","NA","NA","No","51.RUPE"
"51","RUSP","NA","No","NA","NA","No","51.RUSP"
"51","SOSI","NA","No","NA","NA","No","51.SOSI"
"51","SPBE","NA","No","NA","NA","No","51.SPBE"
"51","TITR","NA","No","NA","NA","No","51.TITR"
"51","TRBO","NA","No","NA","NA","No","51.TRBO"
"51","VAME","No","NA","Yes","NA","Yes","51.VAME"
"51","VASI","NA","No","NA","NA","No","51.VASI"
"52","ACCI","NA","No","NA","NA","No","52.ACCI"
"52","ACGL","NA","No","NA","NA","No","52.ACGL"
"52","ACMI","No","NA","NA","NA","No","52.ACMI"
"52","AMAL","NA","Yes","NA","NA","No","52.AMAL"
"52","ARUV","No","NA","NA","NA","No","52.ARUV"
"52","ATFI","NA","No","NA","NA","No","52.ATFI"
"52","CAME","NA","No","NA","Yes","NA","52.CAME"
"52","CARU","No","NA","NA","NA","No","52.CARU"
"52","CEVE","No","NA","NA","NA","No","52.CEVE"
"52","CHUM","NA","No","NA","NA","No","52.CHUM"
"52","CLUN","NA","No","NA","NA","No","52.CLUN"
"52","COCA","NA","No","NA","NA","No","52.COCA"
"52","EPAN","No","NA","NA","NA","No","52.EPAN"
"52","GAOV","NA","No","NA","NA","No","52.GAOV"
"52","GASH","NA","No","NA","NA","No","52.GASH"
"52","GOOB","NA","No","NA","NA","No","52.GOOB"
"52","GYDR","NA","No","NA","NA","No","52.GYDR"
"52","HIAL","NA","No","NA","NA","No","52.HIAL"
"52","HODI","NA","No","Yes","NA","No","52.HODI"
"52","LIBO","NA","No","NA","NA","No","52.LIBO"
"52","MANE","NA","No","NA","NA","No","52.MANE"
"52","MEFE","NA","No","NA","NA","Yes","52.MEFE"
"52","OPHO","NA","No","NA","NA","No","52.OPHO"
"52","PAMY","No","NA","NA","NA","Yes","52.PAMY"
"52","POMU","NA","No","NA","NA","No","52.POMU"
"52","PTAQ","NA","No","NA","NA","No","52.PTAQ"
"52","RULA","NA","No","NA","NA","No","52.RULA"
"52","RUPA","NA","No","NA","NA","No","52.RUPA"
"52","RUPE","NA","No","NA","NA","No","52.RUPE"
"52","RUSP","NA","No","NA","NA","No","52.RUSP"
"52","SOSI","NA","No","NA","NA","No","52.SOSI"
"52","SPBE","NA","No","NA","NA","No","52.SPBE"
"52","TITR","NA","No","NA","NA","No","52.TITR"
"52","TRBO","NA","No","NA","NA","No","52.TRBO"
"52","VAME","No","NA","Yes","NA","Yes","52.VAME"
"52","VASI","NA","No","NA","NA","No","52.VASI"
"53","ACCI","NA","No","NA","NA","No","53.ACCI"
"53","ACGL","NA","No","NA","NA","No","53.ACGL"
"53","ACMI","No","NA","NA","NA","No","53.ACMI"
"53","AMAL","NA","No","NA","NA","No","53.AMAL"
"53","ARUV","No","NA","NA","NA","No","53.ARUV"
"53","ATFI","NA","No","NA","NA","No","53.ATFI"
"53","CAME","NA","No","NA","NA","No","53.CAME"
"53","CARU","Yes","NA","NA","NA","Yes","53.CARU"
"53","CEVE","No","NA","NA","NA","Yes","53.CEVE"
"53","CHUM","NA","No","NA","NA","No","53.CHUM"
"53","CLUN","NA","No","NA","NA","No","53.CLUN"
"53","COCA","NA","No","NA","NA","No","53.COCA"
"53","EPAN","No","NA","NA","NA","Yes","53.EPAN"
"53","GAOV","NA","No","NA","NA","No","53.GAOV"
"53","GASH","NA","No","NA","NA","No","53.GASH"
"53","GOOB","NA","No","NA","NA","No","53.GOOB"
"53","GYDR","NA","No","NA","NA","No","53.GYDR"
"53","HIAL","NA","No","NA","NA","No","53.HIAL"
"53","HODI","NA","No","Yes","NA","No","53.HODI"
"53","LIBO","NA","No","NA","NA","No","53.LIBO"
"53","MANE","NA","No","NA","NA","No","53.MANE"
"53","MEFE","NA","No","NA","NA","No","53.MEFE"
"53","OPHO","NA","No","NA","NA","No","53.OPHO"
"53","PAMY","No","NA","NA","NA","Yes","53.PAMY"
"53","POMU","NA","No","NA","NA","No","53.POMU"
"53","PTAQ","NA","No","NA","NA","No","53.PTAQ"
"53","RULA","NA","No","NA","NA","No","53.RULA"
"53","RUPA","NA","No","NA","NA","No","53.RUPA"
"53","RUPE","NA","No","NA","NA","No","53.RUPE"
"53","RUSP","NA","No","NA","NA","No","53.RUSP"
"53","SOSI","NA","No","NA","NA","No","53.SOSI"
"53","SPBE","NA","No","NA","NA","No","53.SPBE"
"53","TITR","NA","No","NA","NA","No","53.TITR"
"53","TRBO","NA","No","NA","NA","No","53.TRBO"
"53","VAME","No","NA","Yes","NA","Yes","53.VAME"
"53","VASI","NA","No","NA","NA","No","53.VASI"
"54","ACCI","NA","No","NA","NA","No","54.ACCI"
"54","ACGL","NA","No","NA","NA","No","54.ACGL"
"54","ACMI","No","NA","NA","NA","No","54.ACMI"
"54","AMAL","NA","Yes","NA","NA","No","54.AMAL"
"54","ARUV","No","NA","NA","NA","Yes","54.ARUV"
"54","ATFI","NA","No","NA","NA","No","54.ATFI"
"54","CAME","NA","No","NA","NA","No","54.CAME"
"54","CARU","No","NA","NA","NA","Yes","54.CARU"
"54","CEVE","No","NA","NA","NA","Yes","54.CEVE"
"54","CHUM","NA","No","NA","NA","No","54.CHUM"
"54","CLUN","NA","No","NA","NA","No","54.CLUN"
"54","COCA","NA","No","NA","NA","No","54.COCA"
"54","EPAN","No","NA","NA","NA","No","54.EPAN"
"54","GAOV","NA","No","NA","NA","No","54.GAOV"
"54","GASH","NA","No","NA","NA","No","54.GASH"
"54","GOOB","NA","No","NA","NA","No","54.GOOB"
"54","GYDR","NA","No","NA","NA","No","54.GYDR"
"54","HIAL","NA","No","NA","NA","No","54.HIAL"
"54","HODI","NA","No","Yes","NA","No","54.HODI"
"54","LIBO","NA","No","NA","NA","No","54.LIBO"
"54","MANE","NA","No","NA","NA","No","54.MANE"
"54","MEFE","NA","No","NA","NA","No","54.MEFE"
